,genes,logFC,AveExpr,t,P.Value,adj.P.Val,expr
GBP4,GBP4,2.9641135336788,1.42797774805182,6.56560749927133,5.26652625066916e-11,4.29966072486697e-09,up
SMOX,SMOX,1.21649475510679,8.03198091622857,6.56375771273091,5.33221358618444e-11,4.32975743198176e-09,up
ITGA3,ITGA3,1.20550901129917,9.18109204090882,6.53930196166566,6.27975792372808e-11,5.0717485768948e-09,up
SULT2B1,SULT2B1,1.23981276392816,6.84554880485581,6.53461484784862,6.47930461863296e-11,5.20492588134248e-09,up
MFSD12,MFSD12,1.24927080888838,6.65166204901835,6.53226128569047,6.58182964944595e-11,5.25916196776474e-09,up
ID2,ID2,1.23064976157126,7.03658691672293,6.52800895724487,6.77110628662112e-11,5.38177558929219e-09,up
IFNL1,IFNL1,6.52935030540097,-0.387521929161503,6.52048222635039,7.11926526659392e-11,5.62871593867231e-09,up
CEBPB,CEBPB,1.19967521312358,8.62933673523704,6.49319286830678,8.53463039458792e-11,6.71241977945025e-09,up
FHL1,FHL1,1.40470371980255,5.00068188055691,6.48396344080878,9.07291707586656e-11,7.09861251633685e-09,up
PSME2,PSME2,1.19296309185682,8.65433571858314,6.4576064469429,1.0799499499077e-10,8.40570370337484e-09,up
PRKD2,PRKD2,1.22405513846142,6.69949824459795,6.41360799263903,1.44226225066515e-10,1.11678677987072e-08,up
KIF12,KIF12,-1.38312021413172,5.68676364218844,-6.40787870157082,1.49742240448446e-10,1.1535527877008e-08,down
SOD2,SOD2,1.20066515358183,7.225969899733,6.40233569553418,1.55274881253556e-10,1.19007105417904e-08,up
ID4,ID4,2.26029017521724,2.23230197191266,6.37997860575846,1.79689546490102e-10,1.37020120171285e-08,up
ITGA5,ITGA5,1.21560640160401,6.69528776398494,6.36832718657335,1.93861337535715e-10,1.47080051134419e-08,up
SEMA4B,SEMA4B,1.17785446482261,8.11122084609733,6.3581634904435,2.07110961660631e-10,1.56342757088744e-08,up
